municipality,administration,min_age,max_age,age_group,gender,payment_method,salary_records
cassano delle murge,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,26
cassano delle murge,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,7
cassano delle murge,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,55
cassano delle murge,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,53
cassano delle murge,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,8
cassano magnago,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,21
cassano magnago,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,12
cassano magnago,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,44
cassano magnago,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,7
cassano magnago,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,64
cassano magnago,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,7
cassano magnago,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,74
cassina de' pecchi,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,23
cassina de' pecchi,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,38
cassina de' pecchi,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,60
cassina de' pecchi,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,28
cassina de' pecchi,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,8
cassino,ministero dell'interno,45,54,45-54,1,conto corrente/carta conto,7
cassino,ministero dell'interno,55,64,55-64,1,conto corrente/carta conto,6
cassino,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,29
cassino,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,13
cassino,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,172
cassino,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,53
cassino,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,362
cassino,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,89
cassino,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,456
cassino,ministero dell'istruzione e del merito,55,64,55-64,0,libretto postale,8
cassino,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,147
cassino,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,68
cassino,ministero dell'istruzione e del merito,65, ,65- ,1,conto corrente/carta conto,29
cassino,ministero della giustizia,25,34,25-34,0,conto corrente/carta conto,28
cassino,ministero della giustizia,25,34,25-34,1,conto corrente/carta conto,18
cassino,ministero della giustizia,35,44,35-44,0,conto corrente/carta conto,40
cassino,ministero della giustizia,35,44,35-44,1,conto corrente/carta conto,23
cassino,ministero della giustizia,45,54,45-54,0,conto corrente/carta conto,38
cassino,ministero della giustizia,45,54,45-54,1,conto corrente/carta conto,57
cassino,ministero della giustizia,55,64,55-64,0,conto corrente/carta conto,44
cassino,ministero della giustizia,55,64,55-64,1,conto corrente/carta conto,80
cassino,ministero della giustizia,65, ,65- ,0,conto corrente/carta conto,6
cassino,ministero della giustizia,65, ,65- ,1,conto corrente/carta conto,11
cassola,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,22
cassola,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,33
cassola,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,59
cassola,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,51
cassolnovo,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,17
cassolnovo,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,8
cassolnovo,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,29
cassolnovo,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,10
cassolnovo,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,42
cassolnovo,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,7
cassolnovo,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,52
cassolnovo,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,6
castagneto carducci,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,9
castagneto carducci,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,19
castagneto carducci,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,29
castagneto carducci,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,30
castano primo,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,32
castano primo,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,19
castano primo,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,61
castano primo,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,22
castano primo,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,70
castano primo,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,11
castano primo,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,81
castano primo,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,14
casteggio,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,42
casteggio,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,10
casteggio,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,40
casteggio,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,7
casteggio,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,51
casteggio,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,13
casteggio,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,54
castegnato,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,13
castegnato,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,24
castegnato,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,38
castegnato,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,29
castel bolognese,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,29
castel bolognese,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,7
castel bolognese,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,58
castel bolognese,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,6
castel bolognese,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,41
castel bolognese,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,10
castel bolognese,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,43
castel d'azzano,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,21
castel d'azzano,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,35
castel d'azzano,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,6
castel d'azzano,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,82
castel d'azzano,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,53
castel d'azzano,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,8
castel del piano,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,10
castel del piano,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,6
castel del piano,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,20
castel del piano,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,50
castel del piano,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,52
castel del piano,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,6
castel di iudica,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,10
castel di iudica,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,30
castel di iudica,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,40
castel di iudica,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,9
castel di lama,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,22
castel di lama,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,65
castel di lama,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,101
castel di lama,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,11
castel di lama,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,94
castel di lama,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,12
castel di lama,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,9
castel di sangro,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,22
castel di sangro,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,10
castel di sangro,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,55
castel di sangro,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,13
castel di sangro,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,63
castel di sangro,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,25
castel di sangro,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,104
castel di sangro,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,39
castel di sangro,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,11
castel focognano,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,12
castel focognano,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,26
castel focognano,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,30
castel focognano,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,43
castel frentano,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,21
castel frentano,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,28
castel frentano,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,6
castel frentano,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,31
castel frentano,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,7
castel frentano,ministero dell'istruzione e del merito,65, ,65- ,0,conto corrente/carta conto,7
castel gandolfo,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,6
castel gandolfo,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,15
castel gandolfo,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,30
castel gandolfo,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,6
castel gandolfo,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,33
castel goffredo,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,42
castel goffredo,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,13
castel goffredo,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,42
castel goffredo,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,8
castel goffredo,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,49
castel goffredo,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,7
castel goffredo,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,31
castel goffredo,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,6
castel madama,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,11
castel madama,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,34
castel madama,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,40
castel madama,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,6
castel maggiore,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,36
castel maggiore,ministero dell'istruzione e del merito,25,34,25-34,1,conto corrente/carta conto,12
castel maggiore,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,61
castel maggiore,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,21
castel maggiore,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,104
castel maggiore,ministero dell'istruzione e del merito,45,54,45-54,1,conto corrente/carta conto,40
castel maggiore,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,95
castel maggiore,ministero dell'istruzione e del merito,55,64,55-64,1,conto corrente/carta conto,18
castel mella,ministero dell'istruzione e del merito,25,34,25-34,0,conto corrente/carta conto,10
castel mella,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,21
castel mella,ministero dell'istruzione e del merito,35,44,35-44,1,conto corrente/carta conto,6
castel mella,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,45
castel mella,ministero dell'istruzione e del merito,55,64,55-64,0,conto corrente/carta conto,38
castel san giorgio,ministero dell'istruzione e del merito,35,44,35-44,0,conto corrente/carta conto,24
castel san giorgio,ministero dell'istruzione e del merito,45,54,45-54,0,conto corrente/carta conto,56
